학부,표준과정,사업별 교육체계,교육유형,학습유형,교육과정명,공개여부,학습시간,특화 직무 및 Skill set,추천 직무 및 Skill set,공통 필수 직무 및 Skill set,,URL
SW,Mobile 개발,,외부과정,VOD,초격차 패키지 : 왕초보를 위한 한 번에 끝내는 iOS 앱 개발 바이블,공개,68.5,Software - Mobile,Software - Front-end; PM - Application PM,,,https://samsungu.ac.kr/course/x8gyxgis
SW,Mobile 개발,,외부과정,VOD,35개 프로젝트로 배우는 Android 앱 개발 feat. jetpack Compose,공개,109,Software - Mobile,Software - Front-end; PM - Application PM,,,https://edu.samsung.com/lecture/4aai3kch
SW,Back-end 개발,,사내과정,인증,[코딩 Test Lv.2] 개발 프로그래밍 –  알고리즘/디버깅 ,공개,1.5,Architect - Data Archi.; Software - Back-end,Software - Front-end; PM - Application PM,,,https://academy.samsung.com/learning/5jsspobx
SW,Back-end 개발,,사내과정,인증,[코딩 Test Lv.2] 개발 프로그래밍  – 알고리즘(코드작성),공개,2,Architect - Data Archi.; Software - Back-end,Software - Front-end; PM - Application PM,,,https://samsungu.ac.kr/learning/c29p5qq7
SW,Front-end 개발,,사내과정,인증,[코딩 Test Lv.2] 개발 프로그래밍  – 실무문제해결형 (Front-end),공개,2,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://learning.samsung.com/training/p4l7jckq
SW,Front-end 개발,,사내과정,오프라인집합,Front-end 개발언어 및 도구,공개,39,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://samsungu.ac.kr/lecture/82e81aue
SW,Back-end 개발,,사내과정,오프라인집합,Back-end 개발언어 및 도구,공개,39,Architect - Data Archi.; Software - Back-end,Software - Front-end; PM - Application PM,,,https://samsungu.ac.kr/training/31rkdb3r
SW,Back-end 개발,,외부과정,VOD,초격차 패키지 : 10개 프로젝트로 완성하는 백엔드 웹개발(Java/Spring),공개,121,Architect - Data Archi.; Software - Back-end,Software - Front-end; PM - Application PM,,,https://learning.samsung.com/learning/qkj6tsdo
SW,Front-end 개발,,외부과정,VOD,10개 프로젝트로 끝내는 Node.js의 모든 것(Express & Nest.js) 초격차 패키지 Online.,공개,32.5,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://learning.samsung.com/learning/02j04733
SW,Front-end 개발,,외부과정,VOD,JavaScript 알고리즘 베스트 10,공개,2,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://learning.samsung.com/program/rcfnsemd
SW,Front-end 개발,,외부과정,VOD,[ITⓔ코칭] JAVA로 잡는 실전 프로그래밍,공개,8,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://academy.samsung.com/lecture/9p0ghgsb
SW,Front-end 개발,,외부과정,VOD,[웹 개발 풀스택 코스] Vue.js 프로젝트 투입 일주일 전 - 기초에서 실무까지,공개,24,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://academy.samsung.com/course/no1isfyy
SW,Front-end 개발,,외부과정,VOD,독하게 되새기는 C 프로그래밍,공개,11,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://academy.samsung.com/education/s7b6g9wy
SW,Front-end 개발,,외부과정,VOD,C#.NET 0.5년차~3년차(파트1),공개,5,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://learning.samsung.com/training/zjp45696
SW,Front-end 개발,,외부과정,VOD,C#.Net 0.5년차~3년차(파트2),공개,5,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://learning.samsung.com/program/sknyfl2p
SW,SQL 기본,,사내과정,인증,[Test Lv.1] SQL Basic ,공개,2,AIX - G.AI Dev.; Architect - Application Archi.; Software - Front-end,Software - Mobile; PM - Application PM,,,https://academy.samsung.com/training/x8bhr11x
SW,SQL 기본,,사내과정,오프라인집합,초급 SQL 활용,공개,16,AIX - G.AI Dev.; Architect - Application Archi.; Software - Front-end,Software - Mobile; PM - Application PM,,,https://samsungu.ac.kr/lecture/m1pkvflu
SW,SQL 기본,,사내과정,오프라인집합,SQL 튜닝 기초 – MySQL/Maria,공개,8,AIX - G.AI Dev.; Architect - Application Archi.; Software - Front-end,Software - Mobile; PM - Application PM,,,https://learning.samsung.com/course/rnzf4bve
SW,SQL 기본,,사내과정,오프라인집합,SQL 튜닝 기초 – Oracle,공개,8,AIX - G.AI Dev.; Architect - Application Archi.; Software - Front-end,Software - Mobile; PM - Application PM,,,https://samsungu.ac.kr/course/berp8dl9
SW,SQL 기본,,사내과정,오프라인집합,초급 데이터 모델링,공개,8,AIX - G.AI Dev.; Architect - Application Archi.; Software - Front-end,Software - Mobile; PM - Application PM,,,https://samsungu.ac.kr/program/7hss4hu0
SW,SQL 기본,,외부과정,VOD,Do it! SQL 입문,공개,2,AIX - G.AI Dev.; Architect - Application Archi.; Software - Front-end,Software - Mobile; PM - Application PM,,,https://samsungu.ac.kr/program/a6vsq2x6
SW,SQL 실무,,사내과정,인증,[Test Lv.2] SQL Expert ,공개,2,AIX - G.AI Dev.; Architect - Application Archi.; Software - Back-end,Software - Front-end; PM - Application PM,,,https://learning.samsung.com/program/iwthzg2m
SW,SQL 실무,,사내과정,오프라인집합,중급 SQL 활용,공개,16,AIX - G.AI Dev.; Architect - Application Archi.; Software - Back-end,Software - Front-end; PM - Application PM,,,https://samsungu.ac.kr/lecture/mqlo3nfn
SW,SQL 실무,,사내과정,오프라인집합,고급 SQL 활용 및 성능 튜닝,공개,24,AIX - G.AI Dev.; Architect - Application Archi.; Software - Back-end,Software - Front-end; PM - Application PM,,,https://samsungu.ac.kr/program/f9agis1o
SW,SQL 실무,,외부과정,VOD,SW 개발자를 위한 성능 좋은 SQL 쿼리 작성법,공개,6.2,AIX - G.AI Dev.; Architect - Application Archi.; Software - Back-end,Software - Front-end; PM - Application PM,,,https://samsungu.ac.kr/learning/11hj0ubr
SW,Data 모델링,,사내과정,오프라인집합,중급 데이터 모델링,공개,8,AIX - G.AI Dev.; Architect - Application Archi.; Software - Back-end,Cloud/Infra - Middleware/Database; Software - Front-end; PM - Application PM,,,https://learning.samsung.com/program/ut2pwu4v
SW,Data 모델링,,사내과정,오프라인집합,고급 데이터 모델링  ,공개,16,AIX - G.AI Dev.; Architect - Application Archi.; Software - Back-end,Cloud/Infra - Middleware/Database; Software - Front-end; PM - Application PM,,,https://samsungu.ac.kr/learning/ccoqirv1
SW,Data 모델링,,외부과정,VOD,RDBMS Modeling 실습,공개,11.5,AIX - G.AI Dev.; Architect - Application Archi.; Software - Back-end,Cloud/Infra - Middleware/Database; Software - Front-end; PM - Application PM,,,https://academy.samsung.com/program/et4bgk2t
SW,Data 성능 튜닝,,사내과정,오프라인집합,DB 성능관리 방법론,공개,8,Architect - Application Archi.; Software - Back-end,Cloud/Infra - Middleware/Database; Software - Front-end; PM - Application PM; Quality Mgmt - PMO,,,https://academy.samsung.com/lecture/9xobue6v
SW,Data 성능 튜닝,,외부과정,VOD,Entity Framework Core DB 성능 튜닝 (for SQL Server),공개,15,Architect - Application Archi.; Software - Back-end,Cloud/Infra - Middleware/Database; Software - Front-end; PM - Application PM; Quality Mgmt - PMO,,,https://samsungu.ac.kr/program/v0nar2pk
SW,Data 성능 튜닝,,외부과정,VOD,"MSSQL 2편 (튜닝 기본편, Performance Tunning, Senior DBA)",공개,3,Architect - Application Archi.; Software - Back-end,Cloud/Infra - Middleware/Database; Software - Front-end; PM - Application PM; Quality Mgmt - PMO,,,https://edu.samsung.com/learning/dat4ckhp
SW,UX/UI 기본,,사내과정,VOD,UX/UI 기본,공개,8,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://learning.samsung.com/training/j7ttai9m
SW,UX/UI 기본,,mySUNI,VOD,UX/UI Trend,공개,11,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://learning.samsung.com/training/xmsd38pu
SW,UX/UI 기본,,mySUNI,VOD,"데이터 기반 고객경험 설계 방법론, DCX 프레임워크",공개,3,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://samsungu.ac.kr/program/59ensltd
SW,UX/UI 기본,,외부과정,VOD,"The RED : 구글이 선택한 디자이너, 한유진의 디자인 시장 생존전략",공개,3,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://samsungu.ac.kr/program/82a53ihw
SW,UX/UI 디자인 Tool,,외부과정,VOD,100개의 클론디자인으로 배우는 UX/UI,공개,31,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://academy.samsung.com/education/5m9l703s
SW,UX/UI 디자인 Tool,,외부과정,VOD,디자인 시스템 with 피그마,공개,6,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://edu.samsung.com/education/rjdslk31
SW,UX/UI 디자인 Tool,,외부과정,VOD,HTML+CSS+JS 포트폴리오 실전 퍼블리싱(시즌1),공개,42,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://samsungu.ac.kr/program/rsyfqzuj
SW,Design Thinking,,사내과정,오프라인집합,Design Thinking W/S,공개,8,Architect - Application Archi.,Software - Front-end,,,https://samsungu.ac.kr/lecture/wsvdi8pf
SW,Design Thinking,,mySUNI,VOD,[퍼실리테이션] 애자일한 조직을 위한 수평적 집단 의사결정법,공개,4,Architect - Application Archi.,Software - Front-end,,,https://edu.samsung.com/program/8xs5p5ag
SW,SW개발 방법론,,사내과정,오프라인집합,SKPE-UM2.0 CBD 분석/설계,공개,8,Architect - Application Archi.; Software - Front-end; PM - Application PM; Quality Mgmt - PMO,AIX - AI/Data Dev.; Domain Expert - Domain Expert; PM - Infra PM,,,https://samsungu.ac.kr/lecture/17kdbr8t
SW,개발 환경 도구,,외부과정,VOD,[DevOps 정석 1] Monolith to Microservice 전환 with Spring/Python/Node.js와 Strangler Fig 패턴,공개,6,Architect - Application Archi.; Software - Front-end; Quality Mgmt - Quality Eng.,Cloud/Infra - System/Network; PM - Application PM; Quality Mgmt - PMO,,,https://learning.samsung.com/learning/r9cs1hbe
SW,개발 환경 도구,,외부과정,VOD,[DevOps 정석 2] MSA 환경의 로그 분석 기술 구축을 통한 통합로깅,공개,6,Architect - Application Archi.; Software - Front-end; Quality Mgmt - Quality Eng.,Cloud/Infra - System/Network; PM - Application PM; Quality Mgmt - PMO,,,https://edu.samsung.com/education/jnigov3p
SW,개발 환경 도구,,외부과정,VOD,[DevOps 정석 3] GitHub Actions으로 제대로 구축하는 CI,공개,7,Architect - Application Archi.; Software - Front-end; Quality Mgmt - Quality Eng.,Cloud/Infra - System/Network; PM - Application PM; Quality Mgmt - PMO,,,https://learning.samsung.com/education/12k4y0kc
SW,소프트웨어 Testing,,외부과정,VOD,Practical Testing: 실용적인 테스트 가이드,공개,12.5,Architect - Application Archi.; Software - Front-end; Quality Mgmt - Quality Eng.,PM - Application PM; Quality Mgmt - PMO,,,https://academy.samsung.com/course/iwn9gtkp
SW,소프트웨어 Testing,,외부과정,VOD,Java/Spring 테스트를 추가하고 싶은 개발자들의 오답노트,공개,6,Architect - Application Archi.; Software - Front-end; Quality Mgmt - Quality Eng.,PM - Application PM; Quality Mgmt - PMO,,,https://academy.samsung.com/program/g3iv1pu8
SW,시스템/솔루션 성능테스트,,사내과정,오프라인집합,단위 성능테스트 DEVWEB(LoadRunner Developer) Ⅰ,공개,8,Architect - Application Archi.; Software - Front-end; Quality Mgmt - Quality Eng.,PM - Application PM; Quality Mgmt - PMO,,,https://edu.samsung.com/lecture/nwx56vu2
SW,Back-end 개발,,사내과정,인증,[코딩 Test Lv.2] 개발 프로그래밍  – 실무문제해결형 (Back-end),공개,2,Architect - Data Archi.; Software - Back-end,Software - Front-end; PM - Application PM,,,https://samsungu.ac.kr/learning/fq6vbakt
SW,UX/UI 기본,,사내과정,VOD,UX Writing,공개,1,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://edu.samsung.com/program/745aextv
SW,Data 성능 튜닝,,외부과정,VOD,백엔드 개발자를 위한 한 번에 끝내는 대용량 데이터 & 트래픽 처리,공개,76,Architect - Application Archi.; Software - Back-end,Cloud/Infra - Middleware/Database; Software - Front-end; PM - Application PM; Quality Mgmt - PMO,,,https://samsungu.ac.kr/program/qzw3ibef
SW,Data 모델링,반도체,사내과정,오프라인집합,반도체 사업 Data Architecture 설계,공개,16,AIX - G.AI Dev.; Architect - Application Archi.; Software - Back-end,Cloud/Infra - Middleware/Database; Software - Front-end; PM - Application PM,,,https://learning.samsung.com/course/ujetxsew
SW,Data 아키텍처 수립,,사내과정,오프라인집합,Data Architect 육성,공개,56,Architect - Application Archi.,Software - Back-end; Manufacturing - 지능화,,,https://academy.samsung.com/lecture/gyeop768
SW,Application 아키텍처 전략 수립,,사내과정,오프라인집합,Application Architect 육성,공개,80,Architect - Application Archi.,Software - Front-end,,,https://academy.samsung.com/learning/wbhh88pu
SW,Programming 기본,,외부과정,VOD,"더 자바, 코드를 조작하는 다양한 방법",공개,4.6,AIX - AI/Data Dev.; Software - Front-end,Cloud/Infra - System/Network; Biz. Consulting - ERP; PM - Application PM,,,https://samsungu.ac.kr/program/9ud7n9di
SW,Back-end 개발,,외부과정,VOD,스프링 핵심 원리 - 고급편,공개,16.7,Architect - Data Archi.; Software - Back-end,Software - Front-end; PM - Application PM,,,https://learning.samsung.com/course/9el195r7
SW,Front-end 개발,,외부과정,VOD,"프론트엔드 개발자를 위한, 실전 웹 성능 최적화(feat. React) - Part. 1",공개,2.9,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://learning.samsung.com/training/8zxj5gxr
SW,Front-end 개발,,외부과정,VOD,"프론트엔드 개발자를 위한, 실전 웹 성능 최적화(feat. React) - Part. 2",공개,7.9,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://edu.samsung.com/lecture/thxwquu3
SW,Back-end 개발,,외부과정,VOD,실전! 스프링 부트와 JPA 활용2 - API 개발과 성능 최적화,공개,6.6,Architect - Data Archi.; Software - Back-end,Software - Front-end; PM - Application PM,,,https://edu.samsung.com/course/6bmz3chp
SW,Back-end 개발,,외부과정,VOD,스프링 부트 개념과 활용,공개,11.9,Architect - Data Archi.; Software - Back-end,Software - Front-end; PM - Application PM,,,https://learning.samsung.com/course/i73a29up
SW,시스템/솔루션 성능테스트,,외부과정,VOD,[The RED] 성능의 신 : 궁극의 성능 튜닝과 트러블슈팅,공개,11.9,Architect - Application Archi.; Software - Front-end; Quality Mgmt - Quality Eng.,PM - Application PM; Quality Mgmt - PMO,,,https://academy.samsung.com/education/xkyf89gu
SW,Application 아키텍처 설계,반도체,사내과정,오프라인집합,반도체 생산 실행 시스템 Architecture 설계,공개,4,Architect - Application Archi.,Software - Front-end; PM - Application PM; Quality Mgmt - PMO,,,https://samsungu.ac.kr/training/c2akvlog
SW,Application 모델링 및 설계,,사내과정,오프라인집합,ADoNE 도구 활용 분석/설계,공개,8,Architect - Application Archi.,Software - Front-end; PM - Application PM; Quality Mgmt - PMO,,,https://samsungu.ac.kr/training/kmy9tdlf
SW,Front-end 개발,,사내과정,오프라인집합,Javascript 개발 실무,공개,16,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://samsungu.ac.kr/lecture/m02853w2
SW,Front-end 개발,,사내과정,오프라인집합,Front-end Framework 실무,공개,20,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://edu.samsung.com/learning/ua4rhbcy
SW,SW개발 방법론,,사내과정,VOD,SKPE-UM2.0 개발방법론 (VOD),공개,5.4,Architect - Application Archi.; Software - Front-end; PM - Application PM; Quality Mgmt - PMO,AIX - AI/Data Dev.; Domain Expert - Domain Expert; PM - Infra PM,,,https://edu.samsung.com/education/wprafi4f
SW,시스템/솔루션 성능테스트,,사내과정,VOD,성능테스트 개론 (VOD),공개,4.75,Architect - Application Archi.; Software - Front-end; Quality Mgmt - Quality Eng.,PM - Application PM; Quality Mgmt - PMO,,,https://learning.samsung.com/program/nehe12us
SW,Front-end 개발,,사내과정,오프라인집합,Streamlit를 이용한 Application 개발,공개,8,Architect - Application Archi.; Software - Front-end,Software - Back-end; PM - Application PM,,,https://learning.samsung.com/course/7555rzdn
SW,Back-end 개발,,사내과정,오프라인집합,Java 프로그래밍 실무,공개,16,Architect - Data Archi.; Software - Back-end,Software - Front-end; PM - Application PM,,,https://academy.samsung.com/course/96jxv4kr
SW,Back-end 개발,,사내과정,오프라인집합,Java Spring Framework 실무,공개,16,Architect - Data Archi.; Software - Back-end,Software - Front-end; PM - Application PM,,,https://edu.samsung.com/education/8hfcx8s5
SW,성능/Test 기본,,사내과정,오프라인집합,Software Testing Fundamental,공개,16,Architect - Application Archi.; Software - Front-end; Quality Mgmt - Quality Eng.,AIX - AI/Data Dev.; Cloud/Infra - System/Network; PM - Application PM; Quality Mgmt - PMO,,,https://academy.samsung.com/learning/if1tu8jv
SW,Application 아키텍처 설계,,사내과정,오프라인집합,Application 아키텍처 설계,공개,16,Architect - Application Archi.,Software - Front-end; PM - Application PM; Quality Mgmt - PMO,,,https://samsungu.ac.kr/training/v25f9wwy
SW,시스템/솔루션 성능테스트,,사내과정,오프라인집합,단위 성능테스트 DEVWEB(LoadRunner Developer) Ⅱ,공개,8,Architect - Application Archi.; Software - Front-end; Quality Mgmt - Quality Eng.,PM - Application PM; Quality Mgmt - PMO,,,https://samsungu.ac.kr/program/vh88ds72
SW,보안 시큐어 코딩,,사내과정,VOD,25년 시큐어코딩 PM,공개,1.9,Architect - Application Archi.,Software - Front-end; PM - Application PM,,,https://samsungu.ac.kr/learning/3et7usp0
SW,보안 시큐어 코딩,,사내과정,VOD,25년 시큐어코딩 in C,공개,5.8,Architect - Application Archi.,Software - Front-end; PM - Application PM,,,https://samsungu.ac.kr/program/0knbed4t
SW,보안 시큐어 코딩,,사내과정,VOD,25년 시큐어코딩 in JAVA,공개,7.5,Architect - Application Archi.,Software - Front-end; PM - Application PM,,,https://edu.samsung.com/education/96vvo8zh
SW,보안 시큐어 코딩,,사내과정,VOD,25년 시큐어코딩 in 닷넷,공개,4.7,Architect - Application Archi.,Software - Front-end; PM - Application PM,,,https://edu.samsung.com/training/9cp2p38u
SW,보안 시큐어 코딩,,사내과정,VOD,25년 시큐어코딩 in Python,공개,4.2,Architect - Application Archi.,Software - Front-end; PM - Application PM,,,https://edu.samsung.com/education/sv7i105e
