학부,표준과정,사업별 교육체계,교육유형,학습유형,교육과정명,공개여부,학습시간,특화 직무 및 Skill set,추천 직무 및 Skill set,공통 필수 직무 및 Skill set,,URL
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] Btv 시청데이터를 활용한 추천 모델 개발,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://samsungu.ac.kr/lecture/7ffu7vs4
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] 공정 이미지 불량 탐지 모델 개발 with Tensorflow,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://academy.samsung.com/education/tohx49y1
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] SSL 기반 CCTV 이미지의 객체 탐지,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://academy.samsung.com/learning/6cfnnhbj
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] 기지국 장비 성능 통계의 EDA 및 불량 탐색,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://samsungu.ac.kr/education/tdw5e2u2
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] 통신 Core 장비에 대한 이상 징후 감지 with Tensorflow,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://academy.samsung.com/program/lq0gz6yg
AIX,Prompt Engineering,,사내과정,VOD,Generative AI 활용을 위한 Prompt Engineering,공개,1.5,AIX - G.AI Model Dev.,AIX - AI/Data Dev.; Architect - Application Archi.; Cloud/Infra - System/Network; Sales - Sales; Biz. Consulting - ESG/SHE; Domain Expert - Domain Expert; Software - Front-end; Manufacturing - Factory 기획/설계; PM - Application PM; Solution - ERP Dev.; Quality Mgmt - PMO,,,https://edu.samsung.com/program/rk8r89i1
AIX,AI/Data 이해,,사내과정,VOD,New Tech. Fundamental,공개,2,,,Biz. Consulting - ESG/SHE; Biz. Supporting - Biz. Supporting; AIX - AI/Data Dev.; Architect - Application Archi.; Cloud/Infra - System/Network; Sales - Sales; Domain Expert - Domain Expert; Software - Front-end; Manufacturing - Factory 기획/설계; PM - Application PM; 미부여 - 미부여; Solution - ERP Dev.; Quality Mgmt - PMO,,https://samsungu.ac.kr/education/b5032trt
AIX,AI/Data 이해,,mySUNI,VOD,Digital Literacy,공개,10,,,Biz. Consulting - ESG/SHE; Biz. Supporting - Biz. Supporting; AIX - AI/Data Dev.; Architect - Application Archi.; Cloud/Infra - System/Network; Sales - Sales; Domain Expert - Domain Expert; Software - Front-end; Manufacturing - Factory 기획/설계; PM - Application PM; 미부여 - 미부여; Solution - ERP Dev.; Quality Mgmt - PMO,,https://samsungu.ac.kr/learning/zv9t1ocg
AIX,AI/Data 이해,,mySUNI,VOD,CDS Ⅰ_데이터 처리와 시각화,공개,30,,,Biz. Consulting - ESG/SHE; Biz. Supporting - Biz. Supporting; AIX - AI/Data Dev.; Architect - Application Archi.; Cloud/Infra - System/Network; Sales - Sales; Domain Expert - Domain Expert; Software - Front-end; Manufacturing - Factory 기획/설계; PM - Application PM; 미부여 - 미부여; Solution - ERP Dev.; Quality Mgmt - PMO,,https://academy.samsung.com/lecture/bukjli4h
AIX,AI/Data 이해,,mySUNI,VOD,CDS Ⅱ_머신러닝 모델링,공개,20,,,Biz. Consulting - ESG/SHE; Biz. Supporting - Biz. Supporting; AIX - AI/Data Dev.; Architect - Application Archi.; Cloud/Infra - System/Network; Sales - Sales; Domain Expert - Domain Expert; Software - Front-end; Manufacturing - Factory 기획/설계; PM - Application PM; 미부여 - 미부여; Solution - ERP Dev.; Quality Mgmt - PMO,,https://samsungu.ac.kr/program/m3j81yd3
AIX,머신러닝/딥러닝 기초,,사내과정,오프라인집합,머신러닝 실무 기초,공개,7,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://academy.samsung.com/education/64atky62
AIX,머신러닝/딥러닝 기초,,mySUNI,VOD,딥러닝 입문,공개,17.8,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://samsungu.ac.kr/lecture/xo8ghc1x
AIX,머신러닝/딥러닝 기초,,사내과정,오프라인집합,딥러닝 실무 기초,공개,7,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://samsungu.ac.kr/program/hxvyiasx
AIX,머신러닝/딥러닝 기초,,사내과정,오프라인집합,딥러닝 데이터 분석,공개,24,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://samsungu.ac.kr/training/s7g9jbnx
AIX,AI/Data Analytics,,mySUNI,인증,[SKADA] Practitioner,공개,5,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://learning.samsung.com/education/ovd9p6jd
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] 석유 정제 공정 운전 데이터를 활용한 물성 예측 모델 개발,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://academy.samsung.com/course/w6xefh1z
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] Wavve OTT 고객 이탈 예측 모델 개발,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://academy.samsung.com/lecture/o12nds8i
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] CCTV 이미지 분류 모델 개발,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://academy.samsung.com/program/31s8l4f0
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] 공정 이미지 불량 탐지 모델 개발 with PyTorch,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://edu.samsung.com/program/dd4vumli
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] 통화품질 VOC의 불만 유형 분류,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://learning.samsung.com/lecture/5urjg80k
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] 통신 Core 장비에 대한 이상 징후 감지 with PyTorch,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://samsungu.ac.kr/training/55obq2j3
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] DRAM 내부 회로의 파형 예측 with PyTorch,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://academy.samsung.com/program/invriw6l
AIX,데이터 모델링 과정 (정형/비정형),,mySUNI,VOD,이미지 처리 입문,공개,6.7,AIX - AI/Data Dev.,AIX - G.AI Model Dev.; Manufacturing - 지능화,,,https://edu.samsung.com/lecture/yo5tllfe
AIX,데이터 모델링 과정 (정형/비정형),,mySUNI,VOD,자연어 처리 입문,공개,8,AIX - AI/Data Dev.,AIX - G.AI Model Dev.; Manufacturing - 지능화,,,https://samsungu.ac.kr/learning/tm5fxlnb
AIX,데이터 모델링 과정 (정형/비정형),,mySUNI,VOD,시계열 처리 입문,공개,2.8,AIX - AI/Data Dev.,AIX - G.AI Model Dev.; Manufacturing - 지능화,,,https://samsungu.ac.kr/lecture/37lmpojq
AIX,데이터 모델링 과정 (정형/비정형),,사내과정,오프라인집합,Machine Learning 실무_정형 데이터 분석,공개,16,AIX - AI/Data Dev.,AIX - G.AI Model Dev.; Manufacturing - 지능화,,,https://academy.samsung.com/lecture/xdklkt4c
AIX,데이터 모델링 과정 (정형/비정형),,사내과정,오프라인집합,Deep Learning 실무_이미지,공개,16,AIX - AI/Data Dev.,AIX - G.AI Model Dev.; Manufacturing - 지능화,,,https://samsungu.ac.kr/lecture/9ry179b6
AIX,데이터 모델링 과정 (정형/비정형),,사내과정,오프라인집합,Deep Learning 실무_자연어,공개,16,AIX - AI/Data Dev.,AIX - G.AI Model Dev.; Manufacturing - 지능화,,,https://learning.samsung.com/education/xu5lyun4
AIX,Orchestration,,사내과정,오프라인집합,Generative AI 기반 Orchestration,공개,16,AIX - G.AI Dev.,,,,https://learning.samsung.com/training/6l5xhetg
AIX,Prompt Engineering,,사내과정,오프라인집합,Prompt Engineering,공개,16,AIX - G.AI Model Dev.,AIX - AI/Data Dev.; Architect - Application Archi.; Cloud/Infra - System/Network; Sales - Sales; Biz. Consulting - ESG/SHE; Domain Expert - Domain Expert; Software - Front-end; Manufacturing - Factory 기획/설계; PM - Application PM; Solution - ERP Dev.; Quality Mgmt - PMO,,,https://samsungu.ac.kr/program/a8gzksxk
AIX,Adv. AI/Data Analytics,,mySUNI,인증,[SKADA] Advanced Practitioner -이미지-,공개,4,AIX - AI/Data Dev.,Manufacturing - 지능화,,,https://edu.samsung.com/program/bmo44e2l
AIX,Adv. AI/Data Analytics,,mySUNI,인증,[SKADA] Advanced Practitioner -자연어-,공개,4,AIX - AI/Data Dev.,Manufacturing - 지능화,,,https://academy.samsung.com/learning/digtb7wo
AIX,Adv. AI/Data Analytics,,mySUNI,인증,[SKADA] Advanced Practitioner -시계열-,공개,4,AIX - AI/Data Dev.,Manufacturing - 지능화,,,https://samsungu.ac.kr/program/y8m5yy2t
AIX,모델 Pipeline 최적화,,사내과정,오프라인집합,모델최적화 및 Data/Model Drift,공개,7,AIX - AI/Data Dev.,Manufacturing - 지능화,,,https://academy.samsung.com/training/r8m5zg4y
AIX,Inferencing 서비스 개발,,사내과정,오프라인집합,Inferencing 서비스 개발,공개,8,AIX - AI/Data Dev.,Manufacturing - 지능화,,,https://academy.samsung.com/lecture/dbbnq212
AIX,Big Data Ecosystem 이해,,mySUNI,VOD,Hadoop 이해와 활용,공개,12,AIX - AI/Data Dev.,Manufacturing - 지능화,,,https://samsungu.ac.kr/program/wg4cvg7b
AIX,Big Data 클러스터 관리,,사내과정,오프라인집합,빅데이터 플랫폼의 이해와 활용,공개,16,AIX - AI/Data Dev.,,,,https://samsungu.ac.kr/education/any1x497
AIX,모델 Pipeline 설계 및 개발,,사내과정,오프라인집합,Model Deploy/Serving 설계 및 개발,공개,16,AIX - AI/Data Dev.,Manufacturing - 지능화,,,https://learning.samsung.com/training/381aobu7
AIX,모델 Pipeline 설계 및 개발,,사내과정,오프라인집합,모델 Pipeline 설계 및 개발,공개,16,AIX - AI/Data Dev.,Manufacturing - 지능화,,,https://learning.samsung.com/education/v6e5n4ju
AIX,모델 최적화,,사내과정,오프라인집합,모델 최적화 - 모델 경량화 및 추론 가속화,공개,16,AIX - AI/Data Dev.,,,,https://samsungu.ac.kr/training/7mq3thtl
AIX,대용량 데이터 처리,,사내과정,오프라인집합,Data Processing : Spark,공개,16,AIX - AI/Data Dev.,Cloud/Infra - System/Network; Manufacturing - 지능화,,,https://samsungu.ac.kr/learning/cvudldlf
AIX,실시간 기술 이해,,mySUNI,VOD,Scala 이해와 활용,공개,25,AIX - AI/Data Dev.,Cloud/Infra - System/Network; Manufacturing - 지능화,,,https://samsungu.ac.kr/program/47m02zk2
AIX,대용량 데이터 수집,,사내과정,오프라인집합,Data Ingestion : Sqoop/Flume/Kafka/NiFi,공개,16,AIX - AI/Data Dev.,Cloud/Infra - System/Network; Manufacturing - 지능화,,,https://samsungu.ac.kr/learning/7nxsi2hn
AIX,대용량 데이터 처리,,사내과정,오프라인집합,Data Analysis : KUDU/Impala/Modern Tools,공개,16,AIX - AI/Data Dev.,Cloud/Infra - System/Network; Manufacturing - 지능화,,,https://academy.samsung.com/course/pn6so3sy
AIX,대용량 데이터 처리,,사내과정,오프라인집합,Data Storage Options - NoSQL,공개,8,AIX - AI/Data Dev.,Cloud/Infra - System/Network; Manufacturing - 지능화,,,https://edu.samsung.com/training/wh2fhxmn
AIX,머신러닝/딥러닝 기초,,mySUNI,VOD,[코드잇] 머신러닝 입문,공개,25,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://academy.samsung.com/course/5uhia49a
AIX,AI/Data Analytics,,mySUNI,VOD, [Guided Project] DRAM 내부 회로의 파형 예측 with Tensorflow,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://learning.samsung.com/education/0ytbrxi0
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] 통신탑 안전 이상 감지 모델 개발,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://learning.samsung.com/lecture/rsxmgyc7
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] 석유 유정 펌프 이상 감지,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://learning.samsung.com/program/ltp0eflk
AIX,AI/Data Analytics,,mySUNI,VOD, [Guided Project] AI 모델을 활용한 철근 단가 예측,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://learning.samsung.com/course/y2lih7gm
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] 반도체 공정의 Wafer 품질 개선 모델 개발,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://edu.samsung.com/education/meyg6xaw
AIX,생성형 AI 활용 기초,,외부과정,VOD,ChatGPT API를 활용한 서비스 구현,공개,10,AIX - G.AI Dev.,AIX - AI/Data Dev.; Architect - Application Archi.; Cloud/Infra - System/Network; Sales - Sales; Biz. Consulting - ESG/SHE; Domain Expert - Domain Expert; Software - Front-end; Manufacturing - Factory 기획/설계; PM - Application PM; Biz. Supporting - Biz. Supporting; Solution - ERP Dev.; Quality Mgmt - PMO,,,https://learning.samsung.com/education/3ssfegjt
AIX,Data Architecting(성능/비용 최적화 등),,사내과정,오프라인집합,CSP 기반 Data Pipeline 설계/구현,공개,16,AIX - AI/Data Dev.,,,,https://samsungu.ac.kr/training/egfkbiwx
AIX,G.AI Model Engineering,,사내과정,오프라인집합,LLM Fine-Tuning,공개,16,AIX - G.AI Model Dev.,,,,https://edu.samsung.com/education/klq7dmeh
AIX,G.AI Model Engineering,,사내과정,오프라인집합,LLM Mastery,공개,16,AIX - G.AI Model Dev.,,,,https://edu.samsung.com/education/o94gj4pl
AIX,모델 Pipeline 설계 및 개발,,사내과정,오프라인집합,sLLM을 위한 모델 경량화 및 모델서빙,공개,16,AIX - AI/Data Dev.,Manufacturing - 지능화,,,https://edu.samsung.com/course/zzvv8v1d
AIX,Orchestration,,사내과정,오프라인집합,Vector DB,공개,16,AIX - G.AI Dev.,,,,https://samsungu.ac.kr/training/dg5lewe5
AIX,Prompt Engineering,,사내과정,오프라인집합,코드 및 정형데이터 활용 생성형AI 모델 개발,공개,4,AIX - G.AI Model Dev.,AIX - AI/Data Dev.; Architect - Application Archi.; Cloud/Infra - System/Network; Sales - Sales; Biz. Consulting - ESG/SHE; Domain Expert - Domain Expert; Software - Front-end; Manufacturing - Factory 기획/설계; PM - Application PM; Solution - ERP Dev.; Quality Mgmt - PMO,,,https://edu.samsung.com/lecture/aximoupf
AIX,실시간 데이터 처리,,사내과정,오프라인집합,실시간 데이터 처리,공개,8,AIX - AI/Data Dev.,Cloud/Infra - System/Network; Manufacturing - 지능화,,,https://samsungu.ac.kr/lecture/9mz45nb1
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] SKADA 인증 Practitioner 시험 대비 문제 풀이,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://edu.samsung.com/lecture/137v5d7n
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] 소보로 청각장애인을 위한 소리 분류 모델 개발,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://academy.samsung.com/education/nfewt04z
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] SSD 반도체 신뢰성 사전 예측 모델 개발,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://samsungu.ac.kr/lecture/yktjxvxd
AIX,AI/Data Analytics,,mySUNI,VOD, [Guided Project] AI 모델을 활용한 정유 공정 자율 운전 구현,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://academy.samsung.com/course/soivfsjy
AIX,머신러닝/딥러닝 기초,,mySUNI,VOD,[코드잇] 데이터 사이언스 정복하기,공개,25,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://edu.samsung.com/course/4z73wo26
AIX,생성형 AI 활용 기초,,mySUNI,VOD, ChatGPT를 활용한 데이터 분석(feat. 파이썬),공개,15,AIX - G.AI Dev.,AIX - AI/Data Dev.; Architect - Application Archi.; Cloud/Infra - System/Network; Sales - Sales; Biz. Consulting - ESG/SHE; Domain Expert - Domain Expert; Software - Front-end; Manufacturing - Factory 기획/설계; PM - Application PM; Biz. Supporting - Biz. Supporting; Solution - ERP Dev.; Quality Mgmt - PMO,,,https://academy.samsung.com/training/v67zdl5x
AIX,Prompt Engineering,,사내과정,VOD,[VOD] 코드 및 정형데이터 활용 생성형AI 모델 개발,공개,3.3,AIX - G.AI Model Dev.,AIX - AI/Data Dev.; Architect - Application Archi.; Cloud/Infra - System/Network; Sales - Sales; Biz. Consulting - ESG/SHE; Domain Expert - Domain Expert; Software - Front-end; Manufacturing - Factory 기획/설계; PM - Application PM; Solution - ERP Dev.; Quality Mgmt - PMO,,,https://samsungu.ac.kr/lecture/sq7ws4mf
AIX,생성형 AI Fundamental,,사내과정,VOD,[VOD] 리더 생성형 AI Mastering (이론),공개,1.6,,,Biz. Consulting - ESG/SHE; Biz. Supporting - Biz. Supporting; AIX - AI/Data Dev.; Architect - Application Archi.; Cloud/Infra - System/Network; Sales - Sales; Domain Expert - Domain Expert; Software - Front-end; Manufacturing - Factory 기획/설계; PM - Application PM; 미부여 - 미부여; Solution - ERP Dev.; Quality Mgmt - PMO,,https://samsungu.ac.kr/education/dctj6vgm
AIX,Big Data 클러스터 관리,,사내과정,VOD,[VOD] 빅데이터 플랫폼의 이해와 활용,공개,6.5,AIX - AI/Data Dev.,,,,https://edu.samsung.com/lecture/mk1vlpfn
AIX,Inferencing 서비스 개발,,사내과정,VOD,[VOD] Inferencing 서비스 개발,공개,4.5,AIX - AI/Data Dev.,Manufacturing - 지능화,,,https://academy.samsung.com/program/hko4salg
AIX,AI/Data Analytics,,mySUNI,VOD, [Guided Project] DMT 공정 에너지 절감을 위한 최저 운전 온도 모델 개발,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://learning.samsung.com/training/s6sapgds
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] OCR 기반 영수증 텍스트 분류 모델 개발,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://edu.samsung.com/training/uorqw3eg
AIX,AI/Data Analytics,,mySUNI,VOD,[Guided Project] Photo(노광) 공정 지표를 활용한 패키지 테스트 결과 예측 모델 개발,공개,32,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://samsungu.ac.kr/training/3c361zk2
AIX,생성형 AI 활용 기초,,mySUNI,VOD,AI 시대 리더의 필수 역량: AIX for Leader,공개,2.4,AIX - G.AI Dev.,AIX - AI/Data Dev.; Architect - Application Archi.; Cloud/Infra - System/Network; Sales - Sales; Biz. Consulting - ESG/SHE; Domain Expert - Domain Expert; Software - Front-end; Manufacturing - Factory 기획/설계; PM - Application PM; Biz. Supporting - Biz. Supporting; Solution - ERP Dev.; Quality Mgmt - PMO,,,https://learning.samsung.com/education/0dstd899
AIX,Orchestration,,사내과정,오프라인집합,Advanced RAG Pipeline,공개,16,AIX - G.AI Dev.,,,,https://samsungu.ac.kr/training/gfsdz01u
AIX,G.AI Model Engineering,,사내과정,오프라인집합,생성형 AI Agent,공개,16,AIX - G.AI Model Dev.,,,,https://edu.samsung.com/learning/qek3kr3f
AIX,G.AI Model Engineering,,사내과정,오프라인집합,생성형 AI 응용(Multimodal),공개,16,AIX - G.AI Model Dev.,,,,https://edu.samsung.com/course/4can368u
AIX,생성형 AI Fundamental,,mySUNI,VOD,생성형 AI Literacy (Starter Pack),공개,13.4,,,Biz. Consulting - ESG/SHE; Biz. Supporting - Biz. Supporting; AIX - AI/Data Dev.; Architect - Application Archi.; Cloud/Infra - System/Network; Sales - Sales; Domain Expert - Domain Expert; Software - Front-end; Manufacturing - Factory 기획/설계; PM - Application PM; 미부여 - 미부여; Solution - ERP Dev.; Quality Mgmt - PMO,,https://edu.samsung.com/training/ewkpb29p
AIX,머신러닝/딥러닝 기초,,사내과정,오프라인집합,Python 데이터 분석,공개,16,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://samsungu.ac.kr/training/5wlm6u93
AIX,AI Trend/Insight,,mySUNI,VOD,제조 Solution Day 2025,공개,4.5,AIX - AI/Data Dev.; Biz. Consulting - AIX,Cloud/Infra - System/Network; Sales - Sales; Biz. Consulting - ESG/SHE; Domain Expert - Domain Expert; PM - Application PM; Quality Mgmt - PMO,,,https://samsungu.ac.kr/education/cz9l6cfu
AIX,Orchestration,,사내과정,오프라인집합,LLM기반 Agent 구축 및 평가,공개,16,AIX - G.AI Dev.,,,,https://edu.samsung.com/program/z6rqf96t
AIX,AI/Data Analytics,,mySUNI,온라인집합,[Guided Project] 통신 체감 품질 데이터를 활용한 머신러닝 모델링 A to Z,공개,40,AIX - AI/Data Dev.,AIX - G.AI Dev.; Manufacturing - 지능화,,,https://learning.samsung.com/training/31m21o39
AIX,AI/Data 이해,,사내과정,오프라인집합,반도체 사업向 AI 이해 및 활용,공개,4,,,Biz. Consulting - ESG/SHE; Biz. Supporting - Biz. Supporting; AIX - AI/Data Dev.; Architect - Application Archi.; Cloud/Infra - System/Network; Sales - Sales; Domain Expert - Domain Expert; Software - Front-end; Manufacturing - Factory 기획/설계; PM - Application PM; 미부여 - 미부여; Solution - ERP Dev.; Quality Mgmt - PMO,,https://samsungu.ac.kr/program/site25rv
Biz. Solution,ERP Hands-on,,사내과정,VOD,ERP 기본 – 모듈별 소개,공개,2,PM - Solution PM; Solution - ERP Dev.,Sales - Sales,,,https://academy.samsung.com/education/zpmh04oa
Biz. Solution,ERP Hands-on,,사내과정,오프라인집합,ERP Hands on,공개,24,PM - Solution PM; Solution - ERP Dev.,Sales - Sales,,,https://edu.samsung.com/training/om8rjxms
Biz. Solution,SAP Cloud/AI 개발 실무,,사내과정,오프라인집합,Cloud Programming 실무 (SAP BTP),공개,16,,Biz. Consulting - ERP; PM - Solution PM; Solution - ERP Dev.,,,https://edu.samsung.com/learning/he857m8r
Biz. Solution,SAP HANA DB Mgmt,,사내과정,오프라인집합,SAP In-memory DB(HANA DB) Administrator,공개,8,,Biz. Consulting - ERP; PM - Solution PM; Solution - ERP Dev.,,,https://learning.samsung.com/learning/7h40n2q6
Biz. Solution,Solution Operation,,사내과정,오프라인집합,ERP Change management (SAP System Operation),공개,8,,Biz. Consulting - ERP; Solution - ERP Dev.,,,https://edu.samsung.com/program/byzkldu0
Biz. Solution,ERP Architecture 설계/개선,,사내과정,오프라인집합,"ERP System landscape optimize (신규, 분리, 합병, 복제 등)",공개,8,Biz. Consulting - ERP,PM - Solution PM; Solution - ERP Dev.,,,https://academy.samsung.com/lecture/5m5bvt29
Biz. Solution,SAP Cloud/AI 개발 실무,,사내과정,오프라인집합,SAP In-memory DB(HANA DB) CDS view 생성,공개,16,,Biz. Consulting - ERP; PM - Solution PM; Solution - ERP Dev.,,,https://samsungu.ac.kr/training/16lvh08m
Biz. Solution,ERP Data 레포팅,,사내과정,오프라인집합,Tableau & SAP BW Data Analytics,공개,4,,Biz. Consulting - ERP; Solution - ERP Dev.,,,https://academy.samsung.com/learning/v45jz9f5
Biz. Solution,Biz. 프로세스 설계/개선,,사내과정,오프라인집합,Order to cash (Warehouse Management 이해),공개,4,Solution - ERP Dev.,Biz. Consulting - ERP; PM - Solution PM,,,https://edu.samsung.com/learning/7ovtyrky
Biz. Solution,Biz. 프로세스 설계/개선,,사내과정,오프라인집합,CO-CCA Distribution and Assessment,공개,4,Solution - ERP Dev.,Biz. Consulting - ERP; PM - Solution PM,,,https://samsungu.ac.kr/education/vn54ycip
Biz. Solution,ERP Data 레포팅,,사내과정,오프라인집합,SAP Data & Data Analytics Literacy,공개,4,,Biz. Consulting - ERP; Solution - ERP Dev.,,,https://academy.samsung.com/learning/thp79mad
Biz. Solution,Biz. 프로세스 설계/개선,,사내과정,오프라인집합,Demand & Supply Chain,공개,4,Solution - ERP Dev.,Biz. Consulting - ERP; PM - Solution PM,,,https://learning.samsung.com/learning/rrdmiz11
Biz. Solution,ERP Data 레포팅,,사내과정,오프라인집합,ERP Data 분석 시스템 구축 방법론,공개,8,,Biz. Consulting - ERP; Solution - ERP Dev.,,,https://academy.samsung.com/learning/jjsjhdek
Biz. Solution,ERP 구축 방법론,,사내과정,VOD,ERP 구축 방법론 (VOD),공개,5.3,Biz. Consulting - ERP; PM - Solution PM; Solution - ERP Dev.,,,,https://academy.samsung.com/lecture/91x0vtqc
Biz. Solution,DW 솔루션 기본,,사내과정,오프라인집합,DW 솔루션 소개,공개,8,PM - Solution PM; Solution - Biz. Solution,Sales - Sales,,,https://edu.samsung.com/learning/59e6s7o5
Biz. Solution,SAP Cloud/AI 개발 실무,,외부과정,VOD,SAP Business AI Portfolio,공개,8,,Biz. Consulting - ERP; PM - Solution PM; Solution - ERP Dev.,,,https://learning.samsung.com/education/m3wiwv8z
Biz. Solution,SAP Cloud/AI 개발 실무,,사내과정,오프라인집합,CDS를 활용한 ERP Data 분석,공개,8,,Biz. Consulting - ERP; PM - Solution PM; Solution - ERP Dev.,,,https://learning.samsung.com/program/vpj8pbno
Biz. Solution,ERP 구축 방법론,,사내과정,오프라인집합,ERP 컨설팅 방법론 및 프로세스 이해/실습,공개,16,Biz. Consulting - ERP; PM - Solution PM; Solution - ERP Dev.,,,,https://academy.samsung.com/lecture/xg21uknw
Biz. Solution,Biz. 프로세스 설계/개선,,외부과정,VOD,Discovering End-to-End Business Processes for the Intelligent Enterprise,공개,22,Solution - ERP Dev.,Biz. Consulting - ERP; PM - Solution PM,,,https://edu.samsung.com/program/9pl0gmox
Biz. Solution,Value proposition,,사내과정,오프라인집합,Project 수행 Lessons learned를 활용한 고객 Value 제고 활동 공유,공개,16,Biz. Consulting - ERP,PM - Solution PM; Solution - ERP Dev.,,,https://samsungu.ac.kr/lecture/3xkngsk2
Biz. Solution,Advanced Programming 개발/설계,,외부과정,VOD,Acquiring Core ABAP Skills,공개,40,Solution - ERP Dev.,Biz. Consulting - ERP,,,https://learning.samsung.com/program/ilhuh6mq
Biz. Solution,Industry별 ERP 실무 이해,,사내과정,오프라인집합,Hi-Tech 산업 ERP 재무 특성,공개,8,Biz. Consulting - ERP; Solution - ERP Dev.,PM - Solution PM; Solution - Biz. Solution,,,https://academy.samsung.com/learning/i5brwig1
Biz. Solution,Industry별 ERP 실무 이해,,사내과정,오프라인집합,Hi-Tech 산업 ERP 물류 특성,공개,8,Biz. Consulting - ERP; Solution - ERP Dev.,PM - Solution PM; Solution - Biz. Solution,,,https://academy.samsung.com/learning/7y4uq8n8
Biz. Solution,Industry별 ERP 실무 이해,,사내과정,오프라인집합,에너지 산업 ERP 특성,공개,8,Biz. Consulting - ERP; Solution - ERP Dev.,PM - Solution PM; Solution - Biz. Solution,,,https://samsungu.ac.kr/training/rlk4i4kk
Biz. Solution,Industry별 ERP 실무 이해,,사내과정,오프라인집합,에너지 산업 ERP/CCS 특성,공개,4,Biz. Consulting - ERP; Solution - ERP Dev.,PM - Solution PM; Solution - Biz. Solution,,,https://samsungu.ac.kr/education/cqdmi38s
